"danceability","energy","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","genre","popularity","target"
0.581,0.28,0.7578,0,0.0381,0.936,0,0.305,0.813,0.5709,0.0268,4,12,88,1
0.602,0.398,0.7706,1,0.153,0.919,0,0.31,0.773,0.382,0.0369,4,3,43,0
0.675,0.671,0.71,1,0.0471,0.394,0.941,0.114,0.966,0.6137,0.0286,4,6,43,1
0.322,0.36,0.7703,1,0.0273,0.893,0,0.0918,0.378,0.4044,0.0373,3,2,38,1
0.216,0.267,0.6735,1,0.0351,0.876,0,0.109,0.218,0.3401,0.0485,4,1,58,1
0.487,0.354,0.7683,0,0.0351,0.461,0,0.293,0.389,0.3342,0.0294,4,7,63,0
0.686,0.665,0.7773,1,0.0274,0.0183,0.0037,0.067,0.587,0.397,0.0649,4,9,18,1
0.291,0.142,0.6211,1,0.0365,0.943,0,0.121,0.27,0.4585,0.0437,3,6,53,0
0.27,0.326,0.7745,1,0.0339,0.935,0,0.145,0.189,0.3383,0.0493,4,6,30,1
0.559,0.601,0.7496,1,0.0464,0.26,0.0121,0.122,0.604,0.4725,0.0267,4,6,63,1
0.637,0.189,0.727,1,0.0471,0.721,0,0.0939,0.695,0.4976,0.0577,4,2,49,1
0.628,0.577,0.7905,1,0.0305,0.631,0.0012,0.13,0.693,0.4687,0.0322,4,6,70,1
0.542,0.461,0.7959,0,0.0286,0.465,0,0.177,0.629,0.3902,0.036,3,1,59,1
0.282,0.0351,0.6084,1,0.0381,0.994,0.908,0.0668,0.231,0.3375,0.015,3,6,0,0
0.528,0.121,0.5291,1,0.0345,0.91,0.0045,0.125,0.38,0.3638,0.03,4,2,59,1
0.731,0.533,0.7375,1,0.0409,0.357,0,0.379,0.848,0.4598,0.0334,4,3,0,1
0.332,0.634,0.6845,0,0.0644,0.619,0.864,0.243,0.321,0.5706,0.1351,4,12,40,0
0.714,0.338,0.7219,0,0.0456,0.93,0.0064,0.389,0.667,0.5318,0.0361,4,6,53,1
0.573,0.431,0.798,1,0.0292,0.938,0.01,0.17,0.722,0.7235,0.0305,3,1,56,1
0.295,0.618,0.7284,1,0.0572,0.216,0.0036,0.0846,0.496,0.3648,0.0939,4,7,47,0
0.478,0.681,0.8312,1,0.0291,0.133,0,0.0748,0.962,0.3848,0.0329,4,7,60,1
0.665,0.315,0.6676,1,0.0355,0.883,0.81,0.141,0.779,0.4506,0.0272,4,1,13,1
0.471,0.19,0.6266,1,0.028,0.77,0.0039,0.129,0.305,0.3014,0.0317,4,9,64,1
0.464,0.795,0.7545,1,0.0926,0.0493,0.0024,0.399,0.612,0.6573,0.045,4,12,83,1
0.266,0.293,0.7372,1,0.0315,0.964,1e-04,0.158,0.388,0.4416,0.0281,3,6,26,1
0.637,0.643,0.8024,0,0.0298,0.0395,0.0027,0.0777,0.838,0.4556,0.0506,4,5,59,1
0.629,0.482,0.8302,1,0.0263,0.883,0.0033,0.375,0.575,0.3946,0.0302,4,1,43,1
0.573,0.939,0.8078,1,0.0808,0.493,0,0.0994,0.963,0.5691,0.0287,4,12,71,1
0.66,0.684,0.7703,1,0.0292,0.37,2e-04,0.144,0.805,0.4664,0.0303,4,5,54,1
0.401,0.381,0.7886,1,0.0274,0.7,0,0.122,0.229,0.3125,0.063,4,3,79,1
0.51,0.544,0.7726,1,0.0282,0.776,0,0.144,0.598,0.4564,0.0462,4,1,52,1
0.384,0.337,0.6894,1,0.033,0.744,0.67,0.199,0.354,0.4174,0.0298,4,6,32,1
0.389,0.137,0.5964,1,0.0404,0.936,5e-04,0.106,0.567,0.7553,0.0401,3,2,64,1
0.245,0.293,0.7339,1,0.0303,0.817,0,0.177,0.344,0.6999,0.0352,3,1,57,1
0.341,0.416,0.7487,1,0.0265,0.184,1e-04,0.0917,0.499,0.4262,0.0286,3,6,76,1
0.717,0.324,0.6533,1,0.113,0.739,3e-04,0.139,0.888,0.7132,0.025,4,2,59,1
0.247,0.358,0.7459,1,0.0299,0.893,0,0.0947,0.168,0.3453,0.054,4,6,31,1
0.757,0.624,0.7403,1,0.109,0.659,0,0.506,0.936,0.4978,0.0384,4,9,71,1
0.58,0.452,0.7188,1,0.0364,0.795,0,0.186,0.949,0.5493,0.0311,4,2,43,1
0.519,0.34,0.7043,1,0.0313,0.942,0.893,0.263,0.659,0.4075,0.0262,4,3,13,1
0.313,0.34,0.6404,1,0.0504,0.0462,5e-04,0.0735,0.407,0.6046,0.0621,4,2,58,1
0.342,0.251,0.6719,1,0.0288,0.707,0.001,0.112,0.253,0.3523,0.0422,4,11,59,1
0.478,0.341,0.6807,1,0.0286,0.778,0,0.254,0.62,0.4354,0.0325,4,2,70,1
0.393,0.443,0.7399,1,0.0281,0.0247,0.106,0.179,0.648,0.4269,0.0364,4,12,8,0
0.7,0.33,0.759,1,0.0303,0.719,1e-04,0.136,0.524,0.4084,0.0393,4,2,66,1
0.522,0.37,0.7715,1,0.0253,0.651,0,0.142,0.653,0.4383,0.0321,3,9,76,1
0.474,0.389,0.7821,1,0.027,0.521,0.0069,0.306,0.324,0.3299,0.0302,4,6,58,0
0.353,0.515,0.7911,1,0.0293,0.357,0,0.14,0.168,0.7205,0.0605,3,6,80,0
0.726,0.474,0.7815,0,0.0491,0.803,0,0.258,0.57,0.4806,0.0531,4,2,64,1
0.51,0.273,0.6546,1,0.0315,0.599,0,0.198,0.557,0.4886,0.0279,4,6,40,1
0.473,0.614,0.7667,1,0.0313,0.319,0,0.0723,0.883,0.5707,0.0288,4,2,23,1
0.486,0.285,0.7071,1,0.0716,0.663,0,0.417,0.491,0.3388,0.0325,3,7,46,0
0.398,0.709,0.6832,1,0.034,0.193,0,0.146,0.919,0.6498,0.0365,4,12,61,1
0.407,0.862,0.8125,1,0.124,0.654,0,0.811,0.628,0.5101,0.0248,4,9,23,1
0.55,0.409,0.6897,0,0.0321,0.312,0,0.096,0.405,0.2536,0.0411,4,1,63,1
0.666,0.537,0.7672,1,0.0452,0.784,0,0.632,0.784,0.5075,0.0333,4,9,76,1
0.192,0.392,0.7092,1,0.0328,0.326,2e-04,0.248,0.391,0.7137,0.0412,4,6,66,1
0.588,0.353,0.7703,1,0.0254,0.473,0,0.0877,0.526,0.348,0.0455,3,1,46,1
0.507,0.834,0.7125,1,0.0741,0.334,0,0.838,0.741,0.3334,0.0401,4,2,51,1
0.272,0.322,0.7394,1,0.0277,0.916,0,0.163,0.205,0.3627,0.0343,3,6,27,1
0.644,0.449,0.6489,1,0.0326,0.79,0,0.0686,0.669,0.476,0.0363,4,6,56,1
0.799,0.574,0.7567,1,0.0558,0.445,0,0.227,0.949,0.5156,0.0332,4,12,76,1
0.29,0.568,0.735,1,0.0385,0.412,0,0.596,0.532,0.5753,0.0281,4,6,64,1
0.332,0.179,0.7061,1,0.0326,0.879,0,0.0886,0.315,0.3998,0.0266,4,6,88,1
0.422,0.59,0.7743,1,0.0759,0.723,0,0.175,0.553,0.3136,0.0281,4,5,66,0
0.5,0.319,0.6325,1,0.039,0.497,0,0.101,0.646,0.7352,0.0307,3,2,41,1
0.523,0.478,0.6104,1,0.0493,0.731,0,0.329,0.826,0.5705,0.0366,4,9,47,1
0.0593,0.0431,0.4773,1,0.0467,0.993,0.935,0.237,0.0203,0.2268,0.1066,4,6,49,0
0.549,0.512,0.7397,1,0.0395,0.712,0,0.328,0.633,0.2096,0.0337,4,4,60,0
0.39,0.717,0.8214,0,0.0625,0.5,0,0.118,0.63,0.5678,0.0272,4,9,35,1
0.133,0.501,0.8115,1,0.0353,0.93,4e-04,0.331,0.297,0.7484,0.0352,3,12,51,1
0.648,0.165,0.619,1,0.0348,0.879,2e-04,0.13,0.435,0.4125,0.0431,4,2,64,1
0.317,0.513,0.755,0,0.0339,0.455,0,0.0719,0.627,0.4618,0.0374,3,1,68,1
0.273,0.175,0.5967,1,0.0439,0.853,0,0.171,0.216,0.8422,0.0377,3,6,12,1
0.5,0.655,0.7725,1,0.0308,0.386,0,0.0915,0.41,0.4463,0.0437,4,11,62,1
0.8,0.647,0.7527,1,0.0396,0.555,0,0.0691,0.94,0.5156,0.0271,4,9,34,1
0.547,0.542,0.7575,1,0.0275,0.451,0,0.161,0.893,0.4062,0.0261,4,2,67,1
0.496,0.683,0.6948,1,0.0323,0.259,0,0.105,0.834,0.7287,0.0348,4,7,62,0
0.282,0.584,0.8349,1,0.0325,0.756,0,0.202,0.42,0.5628,0.0546,4,10,64,0
0.273,0.399,0.6623,0,0.0288,0.597,0.0208,0.411,0.727,0.7693,0.0342,3,6,52,1
0.558,0.223,0.6961,1,0.0299,0.868,0.001,0.13,0.303,0.4213,0.0352,3,9,58,1
0.62,0.351,0.725,1,0.0309,0.559,0,0.164,0.886,0.4897,0.0339,4,6,39,1
0.448,0.67,0.8576,1,0.0352,0.613,0,0.291,0.542,0.5399,0.0225,4,2,49,0
0.282,0.0181,0.5313,1,0.0337,0.99,0,0.228,0.132,0.2921,0.0424,5,6,79,1
0.277,0.131,0.6482,0,0.0301,0.905,0.0011,0.238,0.117,0.4086,0.0568,3,6,65,1
0.529,0.291,0.6282,1,0.0378,0.841,0.0582,0.0813,0.517,0.3238,0.0467,4,7,28,0
0.678,0.544,0.7507,0,0.0326,0.668,0,0.103,0.963,0.5084,0.0375,4,9,54,1
0.39,0.502,0.6977,1,0.178,0.336,1e-04,0.0713,0.289,0.4054,0.0559,4,9,88,1
0.562,0.303,0.7839,1,0.025,0.685,0.0319,0.166,0.226,0.3375,0.0504,4,2,59,1
0.577,0.431,0.6779,1,0.0304,0.613,0.0094,0.0737,0.608,0.5307,0.0385,4,2,53,1
0.684,0.481,0.6918,1,0.0384,0.475,1e-04,0.118,0.784,0.4767,0.0565,4,12,23,1
0.13,0.235,0.6386,1,0.0382,0.947,0.902,0.148,0.113,0.3647,0.0331,3,6,54,0
0.625,0.878,0.8216,0,0.0438,0.722,0,0.145,0.963,0.3126,0.0309,4,2,60,1
0.396,0.338,0.7242,1,0.0304,0.198,0,0.138,0.377,0.5531,0.0402,4,4,88,1
0.351,0.166,0.6545,1,0.0477,0.793,0,0.205,0.205,0.2999,0.0376,4,6,73,1
0.67,0.272,0.6709,1,0.0704,0.717,0,0.178,0.613,0.4888,0.0318,4,2,59,1
0.629,0.335,0.6456,1,0.0499,0.806,0,0.217,0.834,0.6511,0.0391,4,2,34,1
0.638,0.295,0.7486,1,0.0315,0.887,0,0.312,0.414,0.4132,0.037,4,7,77,0
0.509,0.716,0.8131,1,0.1,0.164,0,0.051,0.963,0.7041,0.0333,4,9,32,1
0.801,0.248,0.6299,1,0.0563,0.569,0.0232,0.122,0.578,0.4756,0.0236,4,5,61,1
0.433,0.318,0.7567,1,0.0271,0.724,0,0.347,0.432,0.4528,0.0382,4,2,50,1
0.684,0.277,0.6822,1,0.0533,0.921,0,0.124,0.642,0.6012,0.0379,4,2,64,1
0.622,0.127,0.5345,0,0.0413,0.935,0.854,0.192,0.105,0.2743,0.0448,4,6,52,0
0.308,0.247,0.6145,1,0.0483,0.901,0,0.267,0.349,0.3371,0.0387,3,6,40,0
0.609,0.569,0.8094,1,0.0371,0.285,0,0.0586,0.787,0.3586,0.032,4,2,56,1
0.454,0.26,0.68,0,0.0404,0.529,8e-04,0.0646,0.567,0.7216,0.0744,5,6,57,0
0.504,0.447,0.6979,1,0.0332,0.0858,0,0.0945,0.907,0.3348,0.04,4,2,43,1
0.476,0.514,0.7417,1,0.0307,0.726,0,0.28,0.348,0.4276,0.0295,4,3,48,1
0.492,0.302,0.7017,1,0.0295,0.972,0.119,0.13,0.699,0.4194,0.0308,3,4,34,1
0.439,0.734,0.6998,1,0.097,0.262,0.333,0.244,0.54,0.6035,0.0476,4,12,67,1
0.275,0.187,0.6352,1,0.0298,0.918,9e-04,0.115,0.14,0.3982,0.0412,4,6,61,1
0.553,0.335,0.7,1,0.0574,0.885,0,0.45,0.279,0.5124,0.039,4,6,26,1
0.552,0.0851,0.58,0,0.0587,0.953,0.943,0.107,0.0633,0.4096,0.0797,4,6,47,0
0.513,0.861,0.8077,1,0.0402,0.681,0,0.29,0.951,0.7196,0.0359,4,4,54,1
0.597,0.777,0.8403,1,0.0429,0.706,0,0.069,0.893,0.6156,0.0303,4,2,41,1
0.605,0.523,0.6599,1,0.112,0.75,0,0.157,0.96,0.393,0.0409,4,12,19,0
0.577,0.296,0.691,0,0.0298,0.605,0,0.0978,0.311,0.3954,0.0484,4,6,68,1
0.402,0.63,0.791,0,0.0356,0.444,0,0.338,0.429,0.5239,0.0273,4,10,63,0
0.666,0.55,0.7657,1,0.0612,0.573,0,0.122,0.961,0.3958,0.0303,4,12,73,1
0.517,0.552,0.842,0,0.029,0.412,0,0.539,0.595,0.448,0.0335,4,6,64,1
0.549,0.27,0.764,1,0.0273,0.881,0,0.201,0.471,0.4139,0.0367,3,4,27,1
0.605,0.704,0.7897,1,0.0369,0.644,0,0.275,0.683,0.5668,0.0345,4,1,48,1
0.466,0.462,0.7442,1,0.0294,0.821,3e-04,0.0704,0.523,0.4525,0.0586,3,9,41,0
0.57,0.798,0.8204,0,0.0366,0.844,1e-04,0.106,0.963,0.5049,0.0208,4,6,30,0
0.603,0.689,0.7015,1,0.0381,0.778,0,0.135,0.955,0.6341,0.0222,4,6,25,1
0.631,0.718,0.665,1,0.0722,0.476,0.852,0.671,0.297,0.4649,0.0259,4,9,16,1
0.272,0.37,0.7722,1,0.0264,0.883,1e-04,0.0941,0.337,0.6407,0.0432,3,6,8,1
0.55,0.179,0.6939,1,0.039,0.965,0.368,0.0746,0.349,0.5366,0.0589,4,6,49,0
0.265,0.0115,0.2262,0,0.039,0.507,0.735,0.158,0.0399,0.4321,0.0107,3,6,29,0
0.241,0.164,0.5636,0,0.0388,0.978,0.515,0.337,0.121,0.1422,0.0419,4,6,0,0
0.327,0.92,0.8308,1,0.0611,0.144,0.84,0.774,0.439,0.6958,0.0497,4,9,83,1
0.368,0.116,0.5248,1,0.0395,0.949,0,0.302,0.476,0.3078,0.0393,4,6,0,0
0.604,0.418,0.6304,1,0.0321,0.786,0,0.0705,0.748,0.534,0.0411,4,6,56,1
0.426,0.246,0.6335,1,0.0434,0.848,0,0.214,0.738,0.547,0.0286,4,5,35,0
0.459,0.446,0.7908,1,0.031,0.564,0.0043,0.111,0.483,0.357,0.0624,4,1,66,1
0.392,0.552,0.7554,1,0.0335,0.0621,0.0047,0.0818,0.53,0.4499,0.0319,4,3,43,1
0.702,0.447,0.7384,1,0.0308,0.366,0,0.153,0.944,0.3853,0.0325,4,2,88,1
0.553,0.487,0.7936,0,0.0268,0.143,0,0.114,0.911,0.3255,0.0276,4,6,43,1
0.574,0.507,0.7153,1,0.0258,0.228,0,0.279,0.514,0.4187,0.0381,4,1,80,1
0.569,0.334,0.7257,1,0.0352,0.432,0,0.165,0.549,0.5404,0.0305,4,3,34,1
0.541,0.177,0.5534,0,0.0493,0.947,0.901,0.0794,0.237,0.2595,0.0885,4,6,52,0
0.725,0.577,0.807,1,0.0336,0.609,0.0011,0.242,0.826,0.4875,0.0316,4,11,76,1
0.626,0.63,0.7654,1,0.0344,0.376,0.0063,0.0666,0.645,0.5205,0.0431,4,9,28,0
0.382,0.349,0.6779,1,0.0327,0.975,0.438,0.195,0.463,0.4112,0.0174,4,6,0,0
0.385,0.399,0.7442,1,0.0279,0.0871,7e-04,0.0827,0.346,0.3638,0.03,4,6,39,1
0.563,0.546,0.6984,0,0.0445,0.521,0,0.982,0.68,0.5603,0.0317,4,6,48,1
0.783,0.904,0.7915,0,0.0642,0.0118,0.0497,0.15,0.961,0.5505,0.031,4,7,36,1
0.299,0.281,0.6983,1,0.0304,0.824,2e-04,0.116,0.354,0.3724,0.034,4,6,65,1
0.501,0.435,0.669,0,0.0421,0.625,1e-04,0.191,0.663,0.4694,0.0357,4,2,53,1
0.54,0.182,0.6074,1,0.0383,0.886,4e-04,0.226,0.338,0.5509,0.044,4,6,70,0
0.633,0.263,0.6192,1,0.0332,0.551,0.531,0.177,0.323,0.5087,0.0372,4,1,19,0
0.33,0.403,0.7595,0,0.0367,0.967,2e-04,0.214,0.443,0.4631,0.0334,4,5,45,0
0.394,0.487,0.6844,0,0.0567,0.425,0.0389,0.0212,0.435,0.581,0.0595,4,1,12,0
0.213,0.2,0.7264,1,0.0296,0.806,0.0042,0.0988,0.137,0.3714,0.0416,4,9,70,1
0.223,0.28,0.6956,1,0.0288,0.358,0,0.103,0.303,0.4209,0.0362,3,1,50,1
0.484,0.477,0.668,1,0.0598,0.0795,0,0.0548,0.122,0.5313,0.0492,4,9,60,1
0.363,0.911,0.8396,1,0.0703,0.106,0.0022,0.465,0.555,0.5768,0.0312,4,11,30,1
0.21,0.481,0.7454,1,0.0326,0.393,3e-04,0.265,0.383,0.4467,0.035,4,1,42,1
0.51,0.671,0.7044,0,0.0583,0.506,0.0013,0.0839,0.813,0.3309,0.041,4,2,61,1
0.533,0.302,0.6715,1,0.0794,0.411,0.422,0.147,0.469,0.467,0.0877,4,4,39,0
0.425,0.291,0.7302,1,0.0315,0.814,0,0.143,0.393,0.4746,0.0342,4,2,51,1
0.361,0.574,0.7657,1,0.0343,0.552,0,0.386,0.443,0.3504,0.0328,3,3,48,1
0.543,0.715,0.7616,1,0.0356,0.0192,0,0.256,0.468,0.5137,0.0399,4,12,74,1
0.462,0.592,0.8027,1,0.123,0.937,0,0.0977,0.764,0.719,0.0361,4,1,64,1
0.481,0.366,0.7062,1,0.0255,0.717,0.002,0.128,0.592,0.4306,0.0343,4,5,41,1
0.482,0.325,0.6762,1,0.0358,0.344,1e-04,0.122,0.663,0.4797,0.0334,4,10,59,0
0.522,0.357,0.6828,1,0.067,0.28,0,0.0474,0.742,0.5137,0.0345,4,1,79,1
0.488,0.124,0.6833,1,0.0404,0.963,0.333,0.246,0.205,0.2738,0.058,4,1,49,0
0.633,0.262,0.5971,1,0.0411,0.46,0.0133,0.0744,0.763,0.6263,0.0354,4,6,70,0
0.635,0.278,0.6855,0,0.0374,0.908,0.563,0.2,0.741,0.3321,0.0392,4,1,50,0
0.594,0.632,0.7015,1,0.0291,0.354,0,0.153,0.743,0.4064,0.0421,4,1,72,1
0.419,0.681,0.7192,0,0.04,0.777,0,0.255,0.788,0.4925,0.0202,4,1,50,1
0.3,0.0549,0.5043,1,0.0364,0.972,0.0823,0.119,0.174,0.3785,0.0484,3,6,60,0
0.436,0.311,0.6195,1,0.0294,0.895,0.0111,0.21,0.56,0.3923,0.0311,3,1,38,1
0.521,0.139,0.6695,1,0.0467,0.984,0.192,0.152,0.3,0.4822,0.0425,1,6,49,0
0.449,0.262,0.7514,1,0.0282,0.908,0,0.209,0.381,0.4512,0.0407,3,5,58,1
0.209,0.218,0.7006,1,0.0301,0.711,0.0029,0.1,0.102,0.3389,0.0297,4,6,70,0
0.366,0.355,0.7053,1,0.0313,0.887,0,0.242,0.547,0.4106,0.0317,1,3,42,1
0.706,0.602,0.7093,1,0.0448,0.00433,1e-04,0.0929,0.883,0.5085,0.0319,4,11,18,1
0.551,0.29,0.7162,1,0.0278,0.772,0.0032,0.395,0.492,0.4703,0.0378,3,1,59,1
0.279,0.227,0.7063,1,0.0351,0.897,0,0.157,0.202,0.4693,0.0443,4,1,25,1
0.804,0.215,0.6508,0,0.075,0.585,0.276,0.106,0.572,0.393,0.0291,4,11,51,1
0.221,0.238,0.7643,1,0.0296,0.974,0,0.333,0.151,0.357,0.0416,3,2,43,1
0.657,0.53,0.7492,0,0.0306,0.78,0,0.447,0.879,0.4098,0.0342,4,1,42,1
0.425,0.373,0.787,1,0.0797,0.679,0,0.077,0.663,0.324,0.0337,4,6,70,1
0.401,0.13,0.5965,1,0.0312,0.989,0.305,0.101,0.213,0.3856,0.047,4,9,29,0
0.428,0.701,0.7835,1,0.0658,0.247,0,0.154,0.918,0.7059,0.027,4,2,0,1
0.453,0.318,0.6858,1,0.0313,0.784,0.719,0.0994,0.355,0.5912,0.0569,4,6,59,0
0.356,0.272,0.6791,1,0.0368,0.508,0,0.263,0.509,0.4695,0.0476,4,3,64,0
0.565,0.691,0.7508,1,0.0428,0.682,0,0.139,0.588,0.5303,0.0363,4,5,44,1
0.18,0.0302,0.5169,0,0.0359,0.989,0.922,0.135,0.101,0.6221,0.0222,4,6,0,0
0.293,0.364,0.7318,0,0.0324,0.21,0,0.0971,0.449,0.7345,0.0446,3,2,40,1
0.184,0.176,0.671,1,0.0338,0.972,0.022,0.366,0.201,0.2911,0.0384,4,6,63,1
0.637,0.58,0.7517,1,0.0278,0.436,2e-04,0.16,0.96,0.4111,0.0366,4,3,56,1
0.534,0.477,0.7099,1,0.0336,0.414,0,0.272,0.936,0.5371,0.0381,4,12,12,0
0.535,0.596,0.7922,1,0.0304,0.0857,4e-04,0.334,0.76,0.5028,0.0349,4,2,76,1
0.591,0.219,0.6921,1,0.0661,0.366,0.864,0.0845,0.828,0.9669,0.0296,3,4,25,1
0.641,0.703,0.7325,1,0.0518,0.397,0.0055,0.104,0.722,0.5348,0.0341,4,3,56,1
0.417,0.11,0.6179,0,0.0405,0.951,0.721,0.174,0.22,0.2374,0.0718,4,6,55,0
0.565,0.635,0.7889,1,0.0361,0.774,0,0.278,0.764,0.4736,0.0267,4,2,50,1
0.435,0.912,0.7993,0,0.0965,0.554,0.547,0.773,0.321,0.574,0.0387,4,4,29,1
0.552,0.336,0.7272,1,0.0311,0.828,0,0.324,0.553,0.4369,0.0304,4,2,44,1
0.783,0.42,0.7209,0,0.103,0.0722,0.0316,0.0692,0.716,0.5457,0.0277,4,12,58,0
0.627,0.19,0.6378,1,0.0416,0.989,0.875,0.113,0.118,0.4992,0.068,4,1,57,0
0.527,0.149,0.6491,1,0.0332,0.933,0.273,0.11,0.153,0.4037,0.0362,3,6,57,1
0.517,0.407,0.6717,0,0.036,0.846,0.0152,0.105,0.822,0.404,0.0261,4,10,58,0
0.424,0.205,0.6677,0,0.029,0.905,0.78,0.124,0.164,0.4032,0.054,4,6,55,0
0.399,0.278,0.6818,1,0.0291,0.674,7e-04,0.203,0.597,0.386,0.0538,4,1,52,1
0.716,0.529,0.7329,1,0.0764,0.227,0,0.106,0.799,0.5075,0.0326,4,2,67,1
0.63,0.661,0.7885,1,0.0263,0.00533,0,0.162,0.953,0.5259,0.0287,4,1,76,1
0.467,0.783,0.8311,1,0.0528,0.139,0.0214,0.08,0.591,0.6662,0.0342,4,12,46,1
0.623,0.628,0.8225,1,0.0323,0.107,0.003,0.0731,0.527,0.4724,0.0384,4,5,33,1
0.352,0.597,0.8048,0,0.0361,0.522,0,0.142,0.316,0.5178,0.0429,4,9,76,1
0.474,0.113,0.6222,1,0.0484,0.952,0.113,0.713,0.224,0.4909,0.072,3,1,61,1
0.212,0.383,0.7393,1,0.0347,0.723,0,0.299,0.452,0.7199,0.0424,3,1,72,1
0.242,0.413,0.7876,1,0.03,0.96,0.0586,0.368,0.101,0.5512,0.0399,4,1,30,1
0.67,0.787,0.8002,0,0.0446,0.658,2e-04,0.13,0.819,0.4695,0.0577,4,6,49,1
0.398,0.512,0.7104,1,0.0381,0.125,0,0.237,0.662,0.5345,0.0235,4,2,56,1
0.551,0.285,0.6797,1,0.0289,0.784,0,0.112,0.398,0.5025,0.0368,4,2,53,1
0.438,0.195,0.4933,1,0.0778,0.977,0,0.234,0.142,0.2692,0.0151,4,6,0,0
0.524,0.417,0.7079,1,0.0276,0.568,0.0389,0.15,0.549,0.394,0.0371,3,3,55,1
0.541,0.57,0.8168,1,0.0322,0.725,0,0.695,0.54,0.3417,0.0415,3,1,68,1
0.361,0.72,0.7485,1,0.0679,0.65,0,0.782,0.592,0.2752,0.025,4,6,56,1
0.552,0.667,0.7962,1,0.039,0.66,0,0.1,0.64,0.5428,0.0305,4,4,41,1
0.404,0.33,0.7169,0,0.0268,0.87,0.739,0.143,0.404,0.4577,0.0302,4,6,59,0
0.341,0.263,0.7027,1,0.0288,0.634,0,0.121,0.377,0.622,0.0449,3,1,42,1
0.264,0.189,0.5701,0,0.0356,0.972,0.0654,0.136,0.158,0.356,0.0202,4,6,49,0
0.677,0.877,0.775,1,0.0499,0.558,0.722,0.0657,0.861,0.5407,0.1259,4,5,14,0
0.445,0.791,0.7524,1,0.0471,0.198,0,0.941,0.712,0.5407,0.0331,4,7,53,1
0.64,0.651,0.6467,0,0.0517,0.142,0.28,0.0341,0.801,0.4626,0.0617,4,12,67,1
0.352,0.619,0.8063,1,0.0679,0.386,0.285,0.254,0.31,0.3509,0.0402,4,3,52,0
0.634,0.79,0.8173,0,0.23,0.343,0.0164,0.289,0.851,0.4107,0.0322,4,1,71,1
0.211,0.31,0.6912,1,0.033,0.913,0.0094,0.215,0.135,0.3312,0.0444,4,3,58,1
0.344,0.722,0.8189,1,0.0388,0.522,0,0.292,0.62,0.3025,0.0345,4,3,34,1
0.524,0.928,0.7788,1,0.0308,0.0133,0.897,0.0922,0.587,0.5404,0.0335,4,5,38,0
0.607,0.694,0.8027,1,0.0366,0.409,0,0.131,0.861,0.5652,0.0338,4,1,51,1
0.506,0.547,0.8087,0,0.0527,0.595,0,0.099,0.744,0.4094,0.0361,4,3,43,0
0.418,0.547,0.8163,1,0.0335,0.253,0,0.0941,0.574,0.5057,0.0286,4,7,63,1
0.553,0.576,0.6754,1,0.0304,0.191,0.0066,0.0365,0.457,0.4549,0.0681,4,12,23,1
0.572,0.418,0.7267,1,0.0349,0.635,0,0.0961,0.694,0.4331,0.0361,4,1,72,1
0.693,0.477,0.6895,1,0.0621,0.00314,0.893,0.115,0.945,0.4941,0.0426,4,2,20,0
0.419,0.8,0.8201,1,0.0496,0.53,0,0.826,0.57,0.4366,0.0384,4,4,72,1
0.367,0.181,0.5785,1,0.0318,0.888,0,0.177,0.27,0.4518,0.0396,4,9,66,1
0.74,0.481,0.7141,1,0.037,0.645,1e-04,0.128,0.849,0.5636,0.0367,4,8,16,1
0.514,0.733,0.7519,1,0.145,0.446,0,0.112,0.901,0.7648,0.0282,4,7,64,1
0.722,0.277,0.6914,1,0.0355,0.796,0.776,0.0654,0.921,0.518,0.0414,4,9,33,1
0.428,0.471,0.743,1,0.05,0.517,0,0.175,0.826,0.5936,0.0461,3,1,43,1
0.311,0.0903,0.5736,0,0.0314,0.936,0.0025,0.167,0.198,0.2824,0.0685,4,1,50,1
0.469,0.327,0.6428,1,0.0343,0.432,0,0.269,0.556,0.4749,0.0343,4,5,46,1
0.322,0.228,0.6003,1,0.0454,0.951,0,0.178,0.301,0.7382,0.0239,3,6,0,0
0.599,0.34,0.6548,1,0.0302,0.661,0.116,0.107,0.41,0.5514,0.0352,4,6,70,0
0.437,0.363,0.756,0,0.0283,0.369,0,0.178,0.52,0.3617,0.0392,4,5,79,1
0.514,0.479,0.6774,1,0.0348,0.186,0,0.0862,0.652,0.4559,0.0391,3,6,68,1
0.739,0.512,0.7877,1,0.0301,0.487,0,0.366,0.924,0.4689,0.0319,4,6,30,1
0.251,0.364,0.7405,1,0.0323,0.809,0,0.362,0.423,0.3307,0.0341,4,2,57,1
0.575,0.764,0.7888,1,0.0746,0.566,0,0.0692,0.536,0.5129,0.0453,4,1,66,1
0.632,0.686,0.814,0,0.0395,0.437,0,0.193,0.65,0.5029,0.0363,4,8,68,1
0.493,0.244,0.7126,1,0.0277,0.707,5e-04,0.121,0.222,0.3605,0.0321,3,1,43,1
0.642,0.527,0.7024,0,0.029,0.636,0.168,0.0957,0.646,0.4881,0.0335,4,1,50,1
0.449,0.395,0.8088,1,0.0277,0.722,0,0.183,0.393,0.4577,0.0349,3,6,53,1
0.493,0.83,0.7953,0,0.0316,0.449,0,0.253,0.915,0.6041,0.0365,4,4,27,1
0.368,0.378,0.7585,1,0.0306,0.819,0,0.25,0.563,0.3969,0.0333,3,6,65,1
